RECID=R2017103970000003	阿SIR	āSIR
RECID=R2017103970000563	玻璃幕墙	bōlimùqiánɡ
RECID=R2017103970000564	啵乐哥	bōlèɡē
RECID=R2017103970000565	播黄	bōhuánɡ
RECID=R2017103970000566	播客	bōkè
RECID=R2017103970000567	播客春晚	bōkèchūnwǎn
RECID=R2017103970000568	播控	bōkònɡ
RECID=R2017103970000569	播龄	bōlínɡ
RECID=R2017103970000570	播散	bōsàn
RECID=R2017103970000571	播扬	bōyánɡ
RECID=R2017103970000572	驳析	bóxī
RECID=R2017103970000573	泊	bó
RECID=R2017103970000574	泊车	bóchē
RECID=R2017103970000575	泊靠	bókào
RECID=R2017103970000576	泊位	bówèi
RECID=R2017103970000577	勃动	bódònɡ
RECID=R2017103970000578	脖友	bóyǒu
RECID=R2017103970000579	脖主	bózhǔ
RECID=R2017103970000580	博彩	bócǎi
RECID=R2017103970000581	博导	bódǎo
RECID=R2017103970000582	博交会	bójiāohuì
RECID=R2017103970000583	博客	bókè
RECID=R2017103970000584	博士工	bóshìɡōnɡ
RECID=R2017103970000585	博士后	bóshìhòu
RECID=R2017103970000586	博士后科研流动站	bóshìhòukēyánliú-dònɡzhàn
RECID=R2017103970000587	博士后流动站	bóshìhòuliúdònɡ-zhàn
RECID=R2017103970000588	博士园	bóshìyuán
RECID=R2017103970000589	博主	bózhǔ
RECID=R2017103970000590	搏奖	bójiǎnɡ
RECID=R2017103970000591	搏命	bómìnɡ
RECID=R2017103970000592	搏战	bózhàn
RECID=R2017103970000593	薄食代	bóshídài
RECID=R2017103970000594	跛鸭	bǒyā
RECID=R2017103970000596	补仓	bǔcānɡ
RECID=R2017103970000597	补出口	bǔchūkǒu
RECID=R2017103970000598	补淡	bǔdàn
RECID=R2017103970000599	补钙	bǔɡài
RECID=R2017103970000600	补婚	bǔhūn
RECID=R2017103970000601	补课	bǔkè
RECID=R2017103970000602	补亏	bǔkuī
RECID=R2017103970000603	补绿	bǔlǜ
RECID=R2017103970000604	补脑	bǔnǎo
RECID=R2017103970000605	补农	bǔnónɡ
RECID=R2017103970000606	补强	bǔqiánɡ
RECID=R2017103970000607	补入口	bǔrùkǒu
RECID=R2017103970000608	补税	bǔshuì
RECID=R2017103970000609	补贴车	bǔtiēchē
RECID=R2017103970000610	补贴饭	bǔtiēfàn
RECID=R2017103970000611	补血	bǔxuè
RECID=R2017103970000612	补员	bǔyuán
RECID=R2017103970000613	补妆	bǔzhuānɡ
RECID=R2017103970000614	不对称管制	bùduìchènɡuǎnzhì
RECID=R2017103970000615	不对称威胁	bùduìchènwēixié
RECID=R2017103970000616	不干胶	bùɡānjiāo
RECID=R2017103970000617	不归路	bùɡuīlù
RECID=R2017103970000618	不婚族	bùhūnzú
RECID=R2017103970000619	不间断电源	bùjiānduàndiàn-yuán
RECID=R2017103970000620	不景	bùjǐnɡ
RECID=R2017103970000621	不可更新资源	bùkěɡēnɡxīnzīyuán
RECID=R2017103970000622	不良贷款	bùliánɡdàikuǎn
RECID=R2017103970000623	不落地族	bùluòdìzú
RECID=R2017103970000624	不落幕	bùluòmù
RECID=R2017103970000625	不明飞行物	bùmínɡfēixínɡwù
RECID=R2017103970000626	不确定性	bùquèdìnɡxìnɡ
RECID=R2017103970000627	不完美女孩	bùwánměinǚhái
RECID=R2017103970000628	不粘锅	bùzhānɡuō
RECID=R2017103970000629	不正当竞争	bùzhènɡdānɡjìnɡ-zhēnɡ
RECID=R2017103970000630	不作为	bùzuòwéi
RECID=R2017103970000631	布吧	bùbā
RECID=R2017103970000632	布标	bùbiāo
RECID=R2017103970000633	布波族	bùbōzú
RECID=R2017103970000634	布光	bùɡuānɡ
RECID=R2017103970000635	布客	bùkè
RECID=R2017103970000636	布排	bùpái
RECID=R2017103970000637	布撒	bùsǎ
RECID=R2017103970000638	布设	bùshè
RECID=R2017103970000639	布托儿	bùtuōr
RECID=R2017103970000640	布展	bùzhǎn
RECID=R2017103970000641	步频	bùpín
RECID=R2017103970000642	步态	bùtài
RECID=R2017103970000643	步行街	bùxínɡjiē
RECID=R2017103970000644	部颁	bùbān
RECID=R2017103970000645	部颁标准	bùbānbiāozhǔn
RECID=R2017103970000646	部标	bùbiāo
RECID=R2017103970000647	部落	bùluò
RECID=R2017103970000648	部头约	bùtóuyuē
RECID=R2017103970000651	擦损	cāsǔn
RECID=R2017103970000653	猜揣	cāichuǎi
RECID=R2017103970000654	才源	cáiyuán
RECID=R2017103970000655	材树	cáishù
RECID=R2017103970000656	财霸	cáibà
RECID=R2017103970000657	财产保全	cáichǎnbǎoquán
RECID=R2017103970000658	财产保险	cáichǎnbǎoxiǎn
RECID=R2017103970000659	财产税	cáichǎnshuì
RECID=R2017103970000660	财季	cáijì
RECID=R2017103970000661	财经小说	cáijīnɡxiǎoshuō
RECID=R2017103970000662	财盲族	cáimánɡzú
RECID=R2017103970000663	财年	cáinián
RECID=R2017103970000664	财商	cáishānɡ
RECID=R2017103970000665	财险	cáixiǎn
RECID=R2017103970000666	裁编	cáibiān
RECID=R2017103970000667	裁制	cáizhì
RECID=R2017103970000668	采编播	cǎi-biān-bō
RECID=R2017103970000669	采毒	cǎidú
RECID=R2017103970000670	采访服	cǎifǎnɡfú
RECID=R2017103970000671	采景	cǎijǐnɡ
RECID=R2017103970000672	采收	cǎishōu
RECID=R2017103970000673	采信	cǎixìn
RECID=R2017103970000674	采育	cǎiyù
RECID=R2017103970000675	彩超	cǎichāo
RECID=R2017103970000676	彩车	cǎichē
RECID=R2017103970000677	彩池	cǎichí
RECID=R2017103970000678	彩电墙	cǎidiànqiánɡ
RECID=R2017103970000679	彩E	cǎiE
RECID=R2017103970000680	彩发	cǎifà
RECID=R2017103970000681	彩稿	cǎiɡǎo
RECID=R2017103970000682	彩画	cǎihuà
RECID=R2017103970000683	彩铃	cǎilínɡ
RECID=R2017103970000684	彩迷	cǎimí
RECID=R2017103970000685	彩民	cǎimín
RECID=R2017103970000686	彩喷	cǎipēn
RECID=R2017103970000687	彩票经济	cǎipiàojīnɡjì
RECID=R2017103970000688	彩票依赖症	cǎipiàoyīlàizhènɡ
RECID=R2017103970000689	彩评	cǎipínɡ
RECID=R2017103970000690	彩评家	cǎipínɡjiā
RECID=R2017103970000691	彩屏	cǎipínɡ
RECID=R2017103970000692	彩色食品	cǎisèshípǐn
RECID=R2017103970000693	彩色音乐	cǎisèyīnyuè
RECID=R2017103970000694	彩商	cǎishānɡ
RECID=R2017103970000695	彩市	cǎishì
RECID=R2017103970000696	彩显	cǎixiǎn
RECID=R2017103970000697	彩信	cǎixìn
RECID=R2017103970000698	彩页	cǎiyè
RECID=R2017103970000699	彩银	cǎiyín
RECID=R2017103970000700	彩印	cǎiyìn
RECID=R2017103970000701	彩纸	cǎizhǐ
RECID=R2017103970000702	彩妆吧	cǎizhuānɡbā
RECID=R2017103970000703	踩	cǎi
RECID=R2017103970000704	踩点	cǎidiǎn
RECID=R2017103970000705	踩雷	cǎiléi
RECID=R2017103970000706	踩踏事件	cǎitàshìjiàn
RECID=R2017103970000707	踩线	cǎixiàn
RECID=R2017103970000708	菜霸	càibà
RECID=R2017103970000709	菜博士	càibóshì
RECID=R2017103970000710	菜单	càidān
RECID=R2017103970000711	菜单式	càidānshì
RECID=R2017103970000712	菜鸽	càiɡē
RECID=R2017103970000713	菜荒	càihuānɡ
RECID=R2017103970000714	菜篮子	càilánzi
RECID=R2017103970000715	菜篮子工程	càilánziɡōnɡchénɡ
RECID=R2017103970000716	菜鸟	càiniǎo
RECID=R2017103970000717	菜奴	càinú
RECID=R2017103970000718	菜品	càipǐn
RECID=R2017103970000719	菜蛇	càishé
RECID=R2017103970000721	参保	cānbǎo
RECID=R2017103970000722	参储	cānchǔ
RECID=R2017103970000723	参赌	cāndǔ
RECID=R2017103970000724	参访	cānfǎnɡ
RECID=R2017103970000725	参访团	cānfǎnɡtuán
RECID=R2017103970000726	参股	cānɡǔ
RECID=R2017103970000727	参检	cānjiǎn
RECID=R2017103970000728	参建	cānjiàn
RECID=R2017103970000729	参拍	cānpāi
RECID=R2017103970000730	参评	cānpínɡ
RECID=R2017103970000731	参审	cānshěn
RECID=R2017103970000732	参试	cānshì
RECID=R2017103970000733	参团	cāntuán
RECID=R2017103970000734	参销	cānxiāo
RECID=R2017103970000735	参选	cānxuǎn
RECID=R2017103970000736	参演	cānyǎn
RECID=R2017103970000737	参阵	cānzhèn
RECID=R2017103970000738	餐吧	cānbā
RECID=R2017103970000739	餐点	cāndiǎn
RECID=R2017103970000740	餐鸽	cānɡē
RECID=R2017103970000741	餐会	cānhuì
RECID=R2017103970000742	餐具	cānjù
RECID=R2017103970000743	餐聚	cānjù
RECID=R2017103970000744	餐食	cānshí
RECID=R2017103970000745	餐室	cānshì
RECID=R2017103970000746	餐售	cānshòu
RECID=R2017103970000747	餐位	cānwèi
RECID=R2017103970000748	餐宴	cānyàn
RECID=R2017103970000749	餐饮	cānyǐn
RECID=R2017103970000750	餐营	cānyínɡ
RECID=R2017103970000751	餐桌革命	cānzhuōɡémìnɡ
RECID=R2017103970000752	餐桌经济	cānzhuōjīnɡjì
RECID=R2017103970000753	餐桌污染	cānzhuōwūrǎn
RECID=R2017103970000754	残奥	Cán-&#xC0;o
RECID=R2017103970000755	残奥会	Cán-&#xC0;ohuì
RECID=R2017103970000756	残的	cándí
RECID=R2017103970000757	残断	cánduàn
RECID=R2017103970000758	残疾车	cánjíchē
RECID=R2017103970000759	残疾生	cánjíshēnɡ
RECID=R2017103970000760	残联	Cánlián
RECID=R2017103970000761	残票	cánpiào
RECID=R2017103970000762	残协	Cánxié
RECID=R2017103970000763	残遗	cányí
RECID=R2017103970000764	残运	Cányùn
RECID=R2017103970000765	残运会	Cányùnhuì
RECID=R2017103970000766	残障	cánzhànɡ
RECID=R2017103970000767	惨跌	cǎndiē
RECID=R2017103970000768	惨叫鸡	cǎnjiàojī
RECID=R2017103970000770	仓储式销售	cānɡchǔshìxiāo-shòu
RECID=R2017103970000771	仓位	cānɡwèi
RECID=R2017103970000772	苍健	cānɡjiàn
RECID=R2017103970000773	藏友	cánɡyǒu
RECID=R2017103970000774	藏运	cánɡyùn
RECID=R2017103970000776	操理	cāolǐ
RECID=R2017103970000777	操盘	cāopán
RECID=R2017103970000778	嘈音	cáoyīn
RECID=R2017103970000779	草根工业	cǎoɡēnɡōnɡyè
RECID=R2017103970000780	草根馆	cǎoɡēnɡuǎn
RECID=R2017103970000781	草根网民	cǎoɡēnwǎnɡmín
RECID=R2017103970000782	草食男	cǎoshínán
RECID=R2017103970000783	草食女	cǎoshínǚ
RECID=R2017103970000784	草食族	cǎoshízú
RECID=R2017103970000785	草业	cǎoyè
RECID=R2017103970000786	草族	cǎozú
RECID=R2017103970000788	厕所大师	cèsuǒdàshī
RECID=R2017103970000789	厕所节	CèsuǒJié
RECID=R2017103970000790	厕所日	CèsuǒRì
RECID=R2017103970000791	厕所市场	cèsuǒshìchǎnɡ
RECID=R2017103970000792	厕所素质	cèsuǒsùzhì
RECID=R2017103970000793	侧证	cèzhènɡ
RECID=R2017103970000794	测查	cèchá
RECID=R2017103970000795	测估	cèɡū
RECID=R2017103970000796	测谎器	cèhuǎnɡqì
RECID=R2017103970000797	测检	cèjiǎn
RECID=R2017103970000798	测评	cèpínɡ
RECID=R2017103970000799	测听	cètīnɡ
RECID=R2017103970000800	测温仪	cèwēnyí
RECID=R2017103970000801	测制	cèzhì
RECID=R2017103970000802	策划	cèhuà
RECID=R2017103970000803	策派师	cèpàishī
RECID=R2017103970000804	策展	cèzhǎn
RECID=R2017103970000805	策展人	cèzhǎnrén
RECID=R2017103970000807	层级	cénɡjí
RECID=R2017103970000808	蹭暖族	cènɡnuǎnzú
RECID=R2017103970000809	蹭网卡	cènɡwǎnɡkǎ
RECID=R2017103970000810	蹭爷	cènɡyé
RECID=R2017103970000812	插放	chāfànɡ
RECID=R2017103970000813	插花	chāhuā
RECID=R2017103970000814	插绿	chālǜ
RECID=R2017103970000815	插水	chāshuǐ
RECID=R2017103970000816	插足	chāzú
RECID=R2017103970000817	茶吧	chábā
RECID=R2017103970000818	茶杯猪	chábēizhū
RECID=R2017103970000819	茶点	chádiǎn
RECID=R2017103970000820	茶馆艺术	cháɡuǎnyìshù
RECID=R2017103970000821	茶寿	cháshòu
RECID=R2017103970000822	茶叙	cháxù
RECID=R2017103970000823	茶浴	cháyù
RECID=R2017103970000824	查测	chácè
RECID=R2017103970000825	查堵	chádǔ
RECID=R2017103970000826	查罚	cháfá
RECID=R2017103970000827	查假	chájiǎ
RECID=R2017103970000828	查缴	chájiǎo
RECID=R2017103970000829	查结	chájié
RECID=R2017103970000830	查截	chájié
RECID=R2017103970000831	查控	chákònɡ
RECID=R2017103970000832	查劣	cháliè
RECID=R2017103970000833	查私	chásī
RECID=R2017103970000834	查索	chásuǒ
RECID=R2017103970000835	查危	cháwēi
RECID=R2017103970000836	查灾	cházāi
RECID=R2017103970000838	拆并	chāibìnɡ
RECID=R2017103970000839	拆弹红条	chāidànhónɡtiáo
RECID=R2017103970000840	拆盗	chāidào
RECID=R2017103970000841	拆改	chāiɡǎi
RECID=R2017103970000842	拆客	chāikè
RECID=R2017103970000843	拆迁	chāiqiān
RECID=R2017103970000844	拆迁补偿	chāiqiānbǔchánɡ
RECID=R2017103970000845	拆违	chāiwéi
RECID=R2017103970000846	拆障	chāizhànɡ
RECID=R2017103970000848	掺伪	chānwěi
RECID=R2017103970000849	禅坐游	chánzuòyóu
RECID=R2017103970000850	缠斗	chándòu
RECID=R2017103970000851	缠访	chánfǎnɡ
RECID=R2017103970000852	缠讼	chánsònɡ
RECID=R2017103970000853	产品链	chǎnpǐnliàn
RECID=R2017103970000854	产区	chǎnqū
RECID=R2017103970000855	产权转让	chǎnquánzhuǎnrànɡ
RECID=R2017103970000856	产学研	chǎn-xué-yán
RECID=R2017103970000857	铲票	chǎnpiào
RECID=R2017103970000859	长城站	ChánɡchénɡZhàn
RECID=R2017103970000860	长假	chánɡjià
RECID=R2017103970000861	长考	chánɡkǎo
RECID=R2017103970000862	长客	chánɡkè
RECID=R2017103970000863	长命书	chánɡmìnɡshū
RECID=R2017103970000864	长聘	chánɡpìn
RECID=R2017103970000865	长三角	Chánɡ-Sānjiǎo
RECID=R2017103970000866	肠梗阻	chánɡɡěnɡzǔ
RECID=R2017103970000867	常智	chánɡzhì
RECID=R2017103970000868	偿债率	chánɡzhàilǜ
RECID=R2017103970000869	嫦娥宝宝	Chánɡ’ébǎobɑo
RECID=R2017103970000870	场外招	chǎnɡwàizhāo
RECID=R2017103970000871	倡廉	chànɡlián
RECID=R2017103970000872	倡棋杯	Chànɡqíbēi
RECID=R2017103970000873	唱标	chànɡbiāo
RECID=R2017103970000874	唱区	chànɡqū
RECID=R2017103970000875	唱衰	chànɡshuāi
RECID=R2017103970000877	抄底团	chāodǐtuán
RECID=R2017103970000878	抄肥	chāoféi
RECID=R2017103970000879	超采	chāocǎi
RECID=R2017103970000880	超常儿童	chāochánɡértónɡ
RECID=R2017103970000881	超常教育	chāochánɡjiàoyù
RECID=R2017103970000882	超储	chāochǔ
RECID=R2017103970000883	超储蓄	chāochǔxù
RECID=R2017103970000884	超贷	chāodài
RECID=R2017103970000885	超负荷	chāofùhè
RECID=R2017103970000886	超负荷运转	chāofùhèyùnzhuǎn
RECID=R2017103970000887	超耗	chāohào
RECID=R2017103970000888	超级恐龙	chāojíkǒnɡlónɡ
RECID=R2017103970000889	超级女声	chāojínǚshēnɡ
RECID=R2017103970000890	超级月亮	chāojíyuèliànɡ
RECID=R2017103970000891	超经济型酒店	chāojīnɡjìxínɡjiǔdiàn
RECID=R2017103970000892	超模	chāomó
RECID=R2017103970000893	超女	chāonǚ
RECID=R2017103970000894	超平彩电	chāopínɡcǎidiàn
RECID=R2017103970000895	超前消费	chāoqiánxiāofèi
RECID=R2017103970000896	超权	chāoquán
RECID=R2017103970000897	超视距空战	chāoshìjùkōnɡzhàn
RECID=R2017103970000898	超温	chāowēn
RECID=R2017103970000899	超文本	chāowénběn
RECID=R2017103970000900	超限	chāoxiàn
RECID=R2017103970000901	超蓄	chāoxù
RECID=R2017103970000902	超学时	chāoxuéshí
RECID=R2017103970000903	超值	chāozhí
RECID=R2017103970000904	超值服务	chāozhífúwù
RECID=R2017103970000905	超值装	chāozhízhuānɡ
RECID=R2017103970000906	超智	chāozhì
RECID=R2017103970000907	超主权货币	chāozhǔquánhuòbì
RECID=R2017103970000908	朝觐团	cháojìntuán
RECID=R2017103970000909	潮	cháo
RECID=R2017103970000910	潮服	cháofú
RECID=R2017103970000911	潮丐	cháoɡài
RECID=R2017103970000912	潮婚时代	cháohūnshídài
RECID=R2017103970000913	炒	chǎo
RECID=R2017103970000914	炒冰	chǎobīnɡ
RECID=R2017103970000915	炒车	chǎochē
RECID=R2017103970000916	炒地	chǎodì
RECID=R2017103970000917	炒地图	chǎodìtú
RECID=R2017103970000918	炒房	chǎofánɡ
RECID=R2017103970000919	炒房团	chǎofánɡtuán
RECID=R2017103970000920	炒更	chǎoɡēnɡ
RECID=R2017103970000921	炒古	chǎoɡǔ
RECID=R2017103970000922	炒股	chǎoɡǔ
RECID=R2017103970000923	炒汇	chǎohuì
RECID=R2017103970000924	炒婚	chǎohūn
RECID=R2017103970000925	炒基	chǎojī
RECID=R2017103970000926	炒基团	chǎojītuán
RECID=R2017103970000927	炒家	chǎojiā
RECID=R2017103970000928	炒金	chǎojīn
RECID=R2017103970000929	炒楼	chǎolóu
RECID=R2017103970000930	炒楼花	chǎolóuhuā
RECID=R2017103970000931	炒煤	chǎoméi
RECID=R2017103970000932	炒鸟族	chǎoniǎozú
RECID=R2017103970000933	炒票	chǎopiào
RECID=R2017103970000934	炒手	chǎoshǒu
RECID=R2017103970000935	炒星	chǎoxīnɡ
RECID=R2017103970000936	炒邮	chǎoyóu
RECID=R2017103970000937	炒鱿鱼	chǎoyóuyú
RECID=R2017103970000938	炒族	chǎozú
RECID=R2017103970000939	炒作	chǎozuò
RECID=R2017103970000941	车霸	chēbà
RECID=R2017103970000942	车本	chēběn
RECID=R2017103970000943	车补	chēbǔ
RECID=R2017103970000944	车潮	chēcháo
RECID=R2017103970000945	车车族	chēchēzú
RECID=R2017103970000946	车虫儿	chēchónɡr
RECID=R2017103970000947	车船税	chē-chuánshuì
RECID=R2017103970000948	车贷	chēdài
RECID=R2017103970000949	车贷险	chēdàixiǎn
RECID=R2017103970000950	车盗	chēdào
RECID=R2017103970000951	车德卡	chēdékǎ
RECID=R2017103970000952	车风	chēfēnɡ
RECID=R2017103970000953	车缝族	chēfènɡzú
RECID=R2017103970000954	车改	chēɡǎi
RECID=R2017103970000955	车管QQ	chēɡuǎn
RECID=R2017103970000956	车检	chējiǎn
RECID=R2017103970000957	车居	chējū
RECID=R2017103970000958	车客	chēkè
RECID=R2017103970000959	车况	chēkuànɡ
RECID=R2017103970000960	车狼	chēlánɡ
RECID=R2017103970000961	车辆排队日	ChēliànɡPáiduìRì
RECID=R2017103970000962	车貌	chēmào
RECID=R2017103970000963	车模	chēmó
RECID=R2017103970000964	车身广告	chēshēnɡuǎnɡɡào
RECID=R2017103970000965	车手	chēshǒu
RECID=R2017103970000966	车坛	chētán
RECID=R2017103970000967	车贴	chētiē
RECID=R2017103970000968	车位	chēwèi
RECID=R2017103970000969	车险	chēxiǎn
RECID=R2017103970000970	车行道	chēxínɡdào
RECID=R2017103970000971	车友	chēyǒu
RECID=R2017103970000972	车载菜市	chēzǎicàishì
RECID=R2017103970000973	车展	chēzhǎn
RECID=R2017103970000974	车阵	chēzhèn
RECID=R2017103970000975	撤办令	chèbànlìnɡ
RECID=R2017103970000976	撤标	chèbiāo
RECID=R2017103970000977	撤股	chèɡǔ
RECID=R2017103970000978	撤职案	chèzhí’àn
RECID=R2017103970000980	尘肺门	chénfèimén
RECID=R2017103970000981	尘浪	chénlànɡ
RECID=R2017103970000982	沉	chén
RECID=R2017103970000983	沉埋	chénmái
RECID=R2017103970000984	沉默权	chénmòquán
RECID=R2017103970000985	沉凝	chénnínɡ
RECID=R2017103970000986	沉潜	chénqián
RECID=R2017103970000987	沉婉	chénwǎn
RECID=R2017103970000988	晨昏鞋	chénhūnxié
RECID=R2017103970000989	晨检	chénjiǎn
RECID=R2017103970000990	晨训	chénxùn
RECID=R2017103970000991	晨衣	chényī
RECID=R2017103970000992	晨泳	chényǒnɡ
RECID=R2017103970000993	晨运	chényùn
RECID=R2017103970000995	撑扶	chēnɡfú
RECID=R2017103970000996	成分输血	chénɡfènshūxuè
RECID=R2017103970000997	成功锚	chénɡɡōnɡmáo
RECID=R2017103970000998	成教	chénɡjiào
RECID=R2017103970000999	成品油	chénɡpǐnyóu
RECID=R2017103970001000	成员国	chénɡyuánɡuó
RECID=R2017103970001001	成长股	chénɡzhǎnɡɡǔ
RECID=R2017103970001002	成长鞋	chénɡzhǎnɡxié
RECID=R2017103970001003	成长性	chénɡzhǎnɡxìnɡ
RECID=R2017103970001004	诚信	chénɡxìn
RECID=R2017103970001005	承保	chénɡbǎo
RECID=R2017103970001006	承储	chénɡchǔ
RECID=R2017103970001007	承传	chénɡchuán
RECID=R2017103970001008	承负	chénɡfù
RECID=R2017103970001009	承购	chénɡɡòu
RECID=R2017103970001010	承诺服务	chénɡnuòfúwù
RECID=R2017103970001011	承销	chénɡxiāo
RECID=R2017103970001012	承修	chénɡxiū
RECID=R2017103970001013	城雕	chénɡdiāo
RECID=R2017103970001014	城徽	chénɡhuī
RECID=R2017103970001015	城际	chénɡjì
RECID=R2017103970001016	城际列车	chénɡjìlièchē
RECID=R2017103970001017	城际族	chénɡjìzú
RECID=R2017103970001018	城市版村官	chénɡshìbǎncūn-ɡuān
RECID=R2017103970001019	城市病	chénɡshìbìnɡ
RECID=R2017103970001020	城市雕塑	chénɡshìdiāosù
RECID=R2017103970001021	城市光网	chénɡshìɡuānɡwǎnɡ
RECID=R2017103970001022	城市化	chénɡshìhuà
RECID=R2017103970001023	城市居民最低生活保障制度	ChénɡshìJūmínZuìdīShēnɡhuóBǎozhànɡZhìdù
RECID=R2017103970001024	城市群理论	chénɡshìqúnlǐlùn
RECID=R2017103970001025	城市热岛效应	chénɡshìrèdǎoxiàoyìnɡ
RECID=R2017103970001026	城市文化病	chénɡshìwénhuà-bìnɡ
RECID=R2017103970001027	城市压力病	chénɡshìyālìbìnɡ
RECID=R2017103970001028	城铁	chénɡtiě
RECID=R2017103970001029	城铁商圈	chénɡtiěshānɡquān
RECID=R2017103970001030	城域网	chénɡyùwǎnɡ
RECID=R2017103970001031	城运	Chénɡyùn
